"OBSERVED_PROPERTY_ID";"OBSERVED_PROPERTY_CODE";"OBSERVED_PROPERTY_NAME";"OBSERVING_FACILITY_CODE";"OBSERVING_FACILITY_NAME";"PHENOMEN_TIME";"REFERENCE_TIME";"UOM";"VALUE";"NUTS_LEVEL";"SECTOR_ID"
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB24";"Landkreis Vulkaneifel";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB25";"Landkreis Trier-Saarburg";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.7;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3A";"Kreisfreie Stadt Zweibrücken";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3B";"Landkreis Alzey-Worms";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3C";"Landkreis Bad Dürkheim";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3D";"Donnersbergkreis";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3E";"Landkreis Germersheim";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3F";"Landkreis Kaiserslautern";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.8;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3G";"Landkreis Kusel";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3H";"Landkreis Südliche Weinstraße";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.4;3;1003
